Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer Value_to_Use_Freq,Seconds_Used_To_freq
20.0,1.0,34.0,0.0,830.0,49.0,20.0,20.0,2.0,1.0,2,25.0,129.555,1.0,2.643979591836735,16.93877551020408
9.0,0.0,43.0,0.0,1195.0,28.0,31.0,15.0,3.0,1.0,2,30.0,172.92,0.0,6.175714285714285,42.67857142857143
16.0,0.0,40.0,4.0,5420.0,99.0,30.0,42.0,3.0,1.0,1,30.0,340.76,0.0,3.4420202020202018,54.74747474747475
4.0,0.0,36.0,0.0,3280.0,75.0,16.0,23.0,2.0,1.0,1,25.0,222.975,0.0,2.973,43.733333333333334
0.0,0.0,36.0,0.0,7318.0,127.0,409.0,45.0,3.0,1.0,1,30.0,1933.8,0.0,15.226771653543306,57.62204724409449
2.0,0.0,9.0,1.0,4390.0,40.0,215.0,10.0,3.0,1.0,1,30.0,1037.2,0.0,25.93,109.75
1.0,0.0,25.0,0.0,1230.0,15.0,22.0,1.0,4.0,1.0,2,45.0,86.125,0.0,5.741666666666666,82.0
9.0,0.0,11.0,2.0,4885.0,47.0,231.0,15.0,3.0,1.0,1,30.0,1121.28,0.0,23.857021276595745,103.93617021276596
6.0,0.0,31.0,1.0,1568.0,45.0,38.0,69.0,5.0,1.0,1,55.0,81.195,0.0,1.8043333333333331,34.84444444444444
15.0,0.0,44.0,1.0,4458.0,76.0,16.0,41.0,1.0,1.0,1,15.0,337.37,0.0,4.439078947368421,58.6578947368421
18.0,0.0,33.0,2.0,14655.0,211.0,36.0,25.0,3.0,1.0,1,30.0,738.64,0.0,3.500663507109005,69.45497630331754
29.0,1.0,40.0,5.506072783915396,10800.0,102.0,13.0,46.0,5.0,2.0,1,55.0,183.03,0.0,1.7944117647058824,105.88235294117646
0.0,0.0,32.0,0.0,2535.0,16.0,0.0,12.0,3.0,1.0,1,30.0,102.04,0.0,6.3775,158.4375
0.0,1.0,8.0,1.0,1298.0,19.0,25.0,9.0,3.0,1.0,1,30.0,152.68,1.0,8.035789473684211,68.3157894736842
1.0,0.0,9.0,1.0,2547.0,33.0,16.0,16.0,3.0,1.0,1,30.0,167.2,0.0,5.066666666666666,77.18181818181819
3.0,0.0,38.0,2.0,398.0,7.0,9.0,4.0,5.0,1.0,1,55.0,19.575,0.0,2.7964285714285713,56.857142857142854
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,30.0,0.0,0.0,4.236490036231884,60.055842970176506
5.0,0.0,22.0,1.0,1613.0,35.0,22.0,64.0,4.0,1.0,1,45.0,96.2,0.0,2.7485714285714287,46.08571428571429
5.0,1.0,38.0,0.0,933.0,13.0,16.0,6.0,4.0,1.0,2,45.0,63.65,1.0,4.896153846153846,71.76923076923077
9.0,0.0,40.0,1.0,5978.0,98.0,12.0,14.0,3.0,1.0,1,30.0,291.04,0.0,2.969795918367347,61.0
21.0,1.0,36.0,5.506072783915396,10435.0,93.0,1.0,42.0,5.0,2.0,1,55.0,159.42,0.0,1.7141935483870967,112.20430107526882
16.0,0.0,38.0,2.0,5933.0,103.0,24.0,23.0,2.0,1.0,1,25.0,379.62,0.0,3.685631067961165,57.601941747572816
0.0,0.0,35.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1,30.0,967.0,0.0,12.0875,77.4375
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,0.0,7.5825,50.833333333333336
3.0,1.0,8.0,0.0,1373.0,13.0,0.0,3.0,2.0,1.0,1,25.0,62.37,1.0,4.797692307692308,105.61538461538461
0.0,0.0,33.0,0.0,1765.0,36.0,143.0,21.0,2.0,1.0,1,25.0,724.545,0.0,20.12625,49.02777777777778
1.0,0.0,36.0,0.0,10755.0,143.0,0.0,47.0,3.0,1.0,1,30.0,435.92,0.0,3.0483916083916087,75.20979020979021
0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1,55.0,0.0,0.0,4.236490036231884,60.055842970176506
4.0,1.0,30.0,0.0,2008.0,34.0,19.0,25.0,3.0,1.0,2,30.0,157.68,1.0,4.6376470588235295,59.05882352941177
17.0,0.0,38.0,5.506072783915396,10210.0,89.0,4.0,44.0,4.0,2.0,1,45.0,267.475,0.0,3.0053370786516855,114.71910112359551
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1,15.0,117.7,0.0,2.2634615384615384,40.15384615384615
7.0,1.0,38.0,4.0,7045.0,118.0,281.0,37.0,2.0,2.0,1,25.0,1586.835,0.0,13.447754237288136,59.70338983050848
7.0,0.0,38.0,0.0,1993.0,51.0,6.0,17.0,3.0,1.0,1,30.0,105.76,0.0,2.0737254901960784,39.07843137254902
7.0,0.0,42.0,0.0,13728.0,173.0,8.0,48.0,3.0,1.0,1,30.0,588.04,0.0,3.39907514450867,79.35260115606937
3.0,0.0,34.0,0.0,1180.0,14.0,0.0,12.0,2.0,1.0,2,25.0,53.73,0.0,3.8378571428571426,84.28571428571429
0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
19.0,0.0,31.0,5.506072783915396,10435.0,87.0,0.0,41.0,4.0,1.0,1,45.0,263.05,0.0,3.0235632183908048,119.94252873563218
0.0,0.0,21.0,0.0,930.0,28.0,176.0,5.0,2.0,2.0,1,25.0,835.11,0.0,29.825357142857143,33.214285714285715
1.0,0.0,36.0,0.0,3293.0,50.0,0.0,18.0,1.0,1.0,1,15.0,183.865,0.0,3.6773000000000002,65.86
11.0,0.0,39.0,2.0,3200.0,65.0,214.0,29.0,3.0,1.0,1,30.0,986.6,0.0,15.178461538461539,49.23076923076923
10.0,0.0,14.0,2.0,1973.0,33.0,18.0,14.0,3.0,1.0,1,30.0,152.24,1.0,4.613333333333333,59.78787878787879
8.0,0.0,28.0,0.0,575.0,27.0,14.0,10.0,2.0,1.0,2,25.0,90.09,0.0,3.336666666666667,21.296296296296298
9.0,1.0,36.0,0.0,3105.0,47.0,41.0,20.0,3.0,1.0,2,30.0,290.08,1.0,6.1719148936170205,66.06382978723404
5.0,1.0,11.0,1.0,1193.0,15.0,7.0,2.0,3.0,1.0,1,30.0,76.32,1.0,5.087999999999999,79.53333333333333
6.0,0.0,45.0,0.0,703.0,13.0,24.0,10.0,3.0,1.0,2,30.0,124.64,0.0,9.587692307692308,54.07692307692308
1.0,0.0,33.0,3.0,6775.0,116.0,296.0,35.0,2.0,2.0,1,25.0,1642.095,0.0,14.155991379310345,58.4051724137931
5.0,0.0,35.0,0.0,1100.0,18.0,7.0,9.0,2.0,1.0,2,25.0,81.81,0.0,4.545,61.111111111111114
4.0,0.0,42.0,1.0,3050.0,31.0,409.8875997145183,12.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,67.33032258064516,98.38709677419355
22.0,0.0,36.0,2.0,15025.0,220.0,56.0,33.0,3.0,1.0,1,30.0,833.8,0.0,3.7899999999999996,68.29545454545455
0.0,0.0,30.0,0.0,570.0,2.0,0.0,8.0,2.0,1.0,2,25.0,25.74,0.0,12.87,162.0409466248351
8.0,0.0,39.0,1.0,7813.0,133.0,391.0,45.0,3.0,1.0,1,30.0,1881.84,0.0,14.149172932330826,58.744360902255636
21.0,0.0,41.0,4.0,9480.0,130.0,156.0,47.0,3.0,1.0,1,30.0,1008.4,0.0,7.756923076923076,72.92307692307692
5.0,0.0,39.0,0.0,7213.0,123.0,370.0,30.0,3.0,1.0,1,30.0,1773.44,0.0,14.418211382113821,58.642276422764226
20.0,0.0,29.0,2.0,15770.0,232.0,0.0,75.16185358381713,2.0,1.0,1,25.0,720.09,0.0,3.1038362068965517,67.97413793103448
10.0,0.0,33.0,3.0,1700.0,44.0,210.0,17.0,3.0,2.0,1,30.0,909.76,0.0,20.676363636363636,38.63636363636363
0.0,0.0,16.0,0.0,1390.0,20.0,21.0,12.0,2.0,1.0,1,25.0,157.95,0.0,7.897499999999999,69.5
4.0,0.0,34.0,0.0,1963.0,38.0,27.0,29.0,3.0,1.0,2,30.0,188.04,1.0,4.948421052631579,51.6578947368421
2.0,0.0,37.0,1.0,3833.0,88.0,34.0,32.0,3.0,1.0,1,30.0,292.84,0.0,3.3277272727272726,43.55681818181818
7.0,0.0,35.0,0.0,2393.0,57.0,354.0,22.0,2.0,1.0,1,25.0,1703.25,0.0,29.88157894736842,41.98245614035088
11.0,0.0,37.0,2.0,8925.0,120.0,135.0,40.0,3.0,1.0,1,30.0,901.8,0.0,7.515,74.375
14.0,0.0,46.0,2.0,2925.0,55.0,307.0,26.0,4.0,1.0,1,45.0,842.0,0.0,15.309090909090909,53.18181818181818
12.0,0.0,40.0,2.0,4820.0,89.0,9.0,27.0,3.0,1.0,1,30.0,232.36,0.0,2.6107865168539326,54.157303370786515
15.0,0.0,14.0,1.0,9058.0,169.0,69.0,37.0,5.0,1.0,1,55.0,241.905,0.0,1.4313905325443788,53.59763313609467
0.0,0.0,31.0,0.0,6725.0,94.0,9.0,20.0,4.0,1.0,1,45.0,192.975,0.0,2.0529255319148936,71.54255319148936
0.0,0.0,35.0,0.0,7203.0,121.0,377.0,41.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.744462809917355,59.52892561983471
7.0,1.0,36.0,0.0,2023.0,41.0,32.0,31.0,3.0,1.0,1,30.0,210.56,1.0,5.135609756097561,49.34146341463415
7.0,0.0,44.0,0.0,803.0,19.0,25.0,11.0,3.0,1.0,2,30.0,132.88,0.0,6.9936842105263155,42.26315789473684
0.0,0.0,35.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1,30.0,967.0,0.0,12.0875,77.4375
6.0,0.0,38.0,0.0,1310.0,24.0,34.0,23.0,3.0,1.0,2,30.0,189.36,0.0,7.890000000000001,54.583333333333336
0.0,0.0,38.0,0.0,750.0,16.0,4.0,14.0,2.0,1.0,2,25.0,52.47,0.0,3.279375,46.875
7.0,0.0,19.0,0.0,1885.0,26.0,7.0,12.0,2.0,1.0,1,25.0,117.495,0.0,4.519038461538462,72.5
0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
0.0,0.0,40.0,1.0,6195.0,86.0,187.0,25.0,3.0,1.0,1,30.0,999.24,0.0,11.61906976744186,72.03488372093024
9.0,0.0,38.0,1.0,4705.0,84.0,11.0,28.0,3.0,1.0,1,30.0,235.56,0.0,2.8042857142857143,56.01190476190476
9.0,0.0,44.0,2.0,3355.0,37.0,409.8875997145183,14.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,57.504864864864864,90.67567567567568
29.419593208926564,0.0,33.0,5.506072783915396,16980.0,241.70055817253422,28.0,75.16185358381713,2.0,2.0,1,25.0,901.53,0.0,3.5493307086614174,66.85039370078741
8.0,0.0,25.0,0.0,640.0,22.0,5.0,5.0,2.0,1.0,2,25.0,52.29,0.0,2.376818181818182,29.09090909090909
20.0,0.0,29.0,2.0,15770.0,232.0,0.0,75.16185358381713,2.0,1.0,1,25.0,720.09,0.0,3.1038362068965517,67.97413793103448
3.0,0.0,38.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1,15.0,145.805,0.0,2.513879310344828,41.258620689655174
26.0,0.0,42.0,5.506072783915396,10695.0,103.0,16.0,48.0,5.0,2.0,1,55.0,185.97,0.0,1.8055339805825243,103.83495145631068
0.0,0.0,7.0,0.0,1182.0,13.0,0.0,5.0,2.0,1.0,1,25.0,53.775,1.0,4.1365384615384615,90.92307692307692
0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1,55.0,0.0,0.0,4.236490036231884,60.055842970176506
5.0,0.0,35.0,1.0,3843.0,80.0,7.0,25.0,3.0,1.0,1,30.0,184.92,0.0,2.3114999999999997,48.0375
5.0,0.0,33.0,0.0,8750.0,112.0,132.0,39.0,3.0,1.0,1,30.0,882.48,0.0,7.8792857142857144,78.125
7.0,0.0,33.0,1.0,11510.0,150.0,7.0,43.0,4.0,1.0,1,45.0,309.0,0.0,2.06,76.73333333333333
3.0,0.0,36.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1,25.0,185.85,0.0,2.859230769230769,62.53846153846154
14.0,0.0,45.0,2.0,14078.0,181.0,15.0,47.0,3.0,1.0,1,30.0,630.36,0.0,3.4826519337016575,77.77900552486187
0.0,0.0,33.0,0.0,3298.0,70.0,0.0,22.0,2.0,1.0,1,25.0,151.56,0.0,2.165142857142857,47.114285714285714
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
0.0,0.0,35.0,0.0,1170.0,18.0,14.0,24.0,2.0,1.0,2,25.0,116.46,0.0,6.47,65.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2,45.0,0.0,1.0,4.236490036231884,60.055842970176506
5.0,0.0,34.0,1.0,3085.0,25.0,7.0,14.0,3.0,1.0,1,30.0,152.4,0.0,6.096,123.4
11.0,1.0,13.0,3.0,1853.0,28.0,12.0,11.0,3.0,1.0,1,30.0,123.24,1.0,4.401428571428571,66.17857142857143
0.0,0.0,25.0,0.0,1010.0,30.0,186.0,9.0,2.0,2.0,1,25.0,883.8,0.0,29.459999999999997,33.666666666666664
16.0,0.0,40.0,2.0,4080.0,88.0,39.0,30.0,3.0,1.0,1,30.0,322.72,0.0,3.6672727272727275,46.36363636363637
12.0,0.0,19.0,0.0,8888.0,175.0,81.0,44.0,4.0,1.0,1,45.0,429.075,0.0,2.451857142857143,50.78857142857143
0.0,0.0,35.0,0.0,570.0,8.0,0.0,9.0,2.0,1.0,2,25.0,26.01,0.0,3.25125,71.25
0.0,0.0,37.0,0.0,5900.0,76.0,165.0,11.0,3.0,1.0,1,30.0,899.04,0.0,11.829473684210527,77.63157894736842
1.0,0.0,27.0,0.0,1443.0,41.0,34.0,71.0,4.0,1.0,1,45.0,122.1,0.0,2.978048780487805,35.19512195121951
6.0,1.0,36.0,0.0,2865.0,43.0,13.0,19.0,2.0,1.0,2,25.0,189.36,1.0,4.403720930232558,66.62790697674419
9.0,0.0,15.0,0.0,5897.0,134.0,69.0,37.0,1.0,2.0,1,15.0,711.205,0.0,5.3075,44.007462686567166
6.0,0.0,42.0,0.0,518.0,10.0,17.0,8.0,3.0,1.0,2,30.0,89.12,1.0,8.912,51.8
0.0,0.0,32.0,0.0,325.0,6.0,0.0,2.0,2.0,1.0,2,25.0,14.895,0.0,2.4825,54.166666666666664
3.0,0.0,39.0,0.0,1620.0,48.0,46.0,24.0,3.0,1.0,2,30.0,250.72,0.0,5.223333333333334,33.75
5.0,0.0,38.0,1.0,3833.0,87.0,0.0,27.0,3.0,1.0,1,30.0,156.8,0.0,1.8022988505747128,44.05747126436781
5.0,0.0,39.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,1.0,7.5825,50.833333333333336
0.0,0.0,35.0,0.0,7203.0,121.0,377.0,41.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.744462809917355,59.52892561983471
3.0,0.0,35.0,0.0,1665.0,44.0,38.0,20.0,3.0,1.0,2,30.0,220.36,0.0,5.008181818181819,37.84090909090909
14.0,1.0,37.0,0.0,3295.0,47.0,16.0,18.0,3.0,1.0,2,30.0,197.68,1.0,4.205957446808511,70.1063829787234
14.0,0.0,38.0,0.0,3410.0,53.0,48.0,22.0,3.0,1.0,2,30.0,330.52,1.0,6.23622641509434,64.33962264150944
23.0,0.0,33.0,0.0,955.0,47.0,16.0,17.0,2.0,1.0,2,25.0,117.09,1.0,2.4912765957446807,20.319148936170212
0.0,0.0,39.0,0.0,323.0,7.0,10.0,3.0,4.0,1.0,2,45.0,33.25,1.0,4.75,46.142857142857146
12.0,0.0,38.0,1.0,11655.0,154.0,7.0,45.0,3.0,1.0,1,30.0,500.36,0.0,3.249090909090909,75.68181818181819
5.0,0.0,34.0,0.0,755.0,10.0,7.0,4.0,3.0,1.0,2,30.0,58.6,0.0,5.86,75.5
0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,1.0,4.236490036231884,60.055842970176506
6.0,1.0,36.0,0.0,2178.0,51.0,3.0,15.0,3.0,1.0,2,30.0,101.16,0.0,1.9835294117647058,42.705882352941174
1.0,0.0,33.0,0.0,15120.0,173.0,138.0,26.0,2.0,1.0,1,25.0,1309.185,0.0,7.567543352601156,87.39884393063583
1.0,0.0,38.0,0.0,2148.0,55.0,0.0,33.0,1.0,1.0,1,15.0,121.165,0.0,2.2030000000000003,39.054545454545455
0.0,0.0,58.262350945886496,0.0,4390.0,34.0,207.0,9.0,3.0,1.0,1,30.0,1004.96,0.0,29.55764705882353,129.11764705882354
0.0,0.0,7.0,0.0,4330.0,37.0,210.0,8.0,3.0,1.0,1,30.0,1014.68,0.0,27.423783783783783,117.02702702702703
11.0,0.0,38.0,1.0,3085.0,59.0,182.0,25.0,2.0,1.0,1,25.0,960.48,0.0,16.279322033898307,52.28813559322034
3.0,0.0,37.0,0.0,3020.0,30.0,11.0,19.0,3.0,1.0,1,30.0,166.0,0.0,5.533333333333333,100.66666666666667
0.0,0.0,33.0,0.0,6185.0,87.0,0.0,7.0,4.0,1.0,1,45.0,156.8,0.0,1.8022988505747128,71.0919540229885
12.0,0.0,17.0,3.0,4955.0,56.0,237.0,18.0,3.0,1.0,1,30.0,1148.44,0.0,20.507857142857144,88.48214285714286
2.0,0.0,41.0,0.0,628.0,13.0,17.0,5.0,4.0,1.0,2,45.0,58.525,1.0,4.5019230769230765,48.30769230769231
6.0,0.0,38.0,1.0,3285.0,28.0,409.8875997145183,11.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,75.01857142857143,117.32142857142857
4.0,1.0,33.0,0.0,2685.0,35.0,2.0,14.0,2.0,1.0,2,25.0,131.4,1.0,3.7542857142857144,76.71428571428571
5.0,0.0,43.0,0.0,260.0,10.0,15.0,6.0,2.0,1.0,2,25.0,79.65,1.0,7.965000000000001,26.0
17.0,0.0,40.0,1.0,4693.0,73.0,17.0,40.0,1.0,1.0,1,15.0,355.63,0.0,4.871643835616438,64.28767123287672
5.0,0.0,38.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,1.0,7.5825,50.833333333333336
11.0,0.0,38.0,1.0,3085.0,59.0,182.0,25.0,2.0,1.0,1,25.0,960.48,0.0,16.279322033898307,52.28813559322034
0.0,0.0,37.0,0.0,1440.0,40.0,41.0,22.0,3.0,1.0,2,30.0,223.2,0.0,5.58,36.0
0.0,0.0,36.0,0.0,3465.0,55.0,0.0,10.0,2.0,1.0,1,25.0,158.4,0.0,2.88,63.0
0.0,0.0,36.0,0.0,1333.0,38.0,0.0,4.0,3.0,1.0,2,30.0,54.84,0.0,1.4431578947368422,35.078947368421055
6.0,0.0,41.0,1.0,3275.0,35.0,409.8875997145183,13.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,60.24,93.57142857142857
5.0,0.0,39.0,0.0,6205.0,82.0,172.0,13.0,3.0,1.0,1,30.0,939.48,0.0,11.457073170731707,75.67073170731707
13.0,0.0,27.0,0.0,945.0,28.0,12.0,7.0,3.0,1.0,2,30.0,86.92,0.0,3.1042857142857145,33.75
25.0,0.0,31.0,3.0,16075.0,238.0,0.0,75.16185358381713,2.0,2.0,1,25.0,734.085,0.0,3.084390756302521,67.54201680672269
0.0,0.0,7.0,0.0,3895.0,33.0,199.0,5.0,3.0,1.0,1,30.0,953.12,0.0,28.882424242424243,118.03030303030303
3.0,0.0,20.0,0.0,740.0,18.0,1.0,6.0,2.0,1.0,1,25.0,38.61,0.0,2.145,41.111111111111114
0.0,0.0,30.0,0.0,6195.0,74.0,171.0,23.0,3.0,1.0,1,30.0,934.76,0.0,12.631891891891891,83.71621621621621
0.0,0.0,32.0,0.0,5533.0,87.0,0.0,6.0,2.0,1.0,1,25.0,252.9,0.0,2.906896551724138,63.59770114942529
0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
5.0,0.0,42.0,0.0,393.0,12.0,15.0,8.0,3.0,1.0,2,30.0,76.2,1.0,6.3500000000000005,32.75
5.0,0.0,36.0,0.0,3893.0,60.0,0.0,33.0,1.0,1.0,1,15.0,217.415,0.0,3.6235833333333334,64.88333333333334
3.0,0.0,32.0,2.0,6850.0,111.0,273.0,34.0,2.0,2.0,1,25.0,1541.745,0.0,13.889594594594593,61.711711711711715
27.0,0.0,41.0,3.0,15320.0,233.0,65.0,37.0,3.0,1.0,1,30.0,882.12,0.0,3.785922746781116,65.7510729613734
5.0,0.0,17.0,2.0,2728.0,47.0,35.0,22.0,3.0,1.0,1,30.0,251.0,0.0,5.340425531914893,58.04255319148936
2.0,0.0,36.0,0.0,818.0,8.0,18.0,7.0,4.0,1.0,2,45.0,65.65,1.0,8.20625,102.25
0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
6.0,0.0,37.0,1.0,3585.0,82.0,57.0,30.0,3.0,1.0,1,30.0,374.68,0.0,4.569268292682927,43.71951219512195
5.0,0.0,40.0,0.0,1665.0,50.0,46.0,21.0,4.0,1.0,2,45.0,157.875,0.0,3.1575,33.3
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,25.0,0.0,1.0,4.236490036231884,60.055842970176506
29.0,0.0,29.0,3.0,16300.0,241.70055817253422,7.0,75.16185358381713,2.0,1.0,1,25.0,775.89,0.0,3.2061570247933884,67.35537190082644
10.0,0.0,25.0,0.0,995.0,29.0,24.0,20.0,2.0,1.0,2,25.0,154.08,0.0,5.313103448275863,34.310344827586206
3.0,0.0,35.0,0.0,1958.0,53.0,343.0,19.0,2.0,1.0,1,25.0,1633.995,0.0,30.83009433962264,36.943396226415096
0.0,0.0,8.0,0.0,3680.0,29.0,190.0,10.0,3.0,1.0,1,30.0,908.36,0.0,31.322758620689655,126.89655172413794
0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
5.0,0.0,38.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2,30.0,40.44,0.0,6.739999999999999,50.833333333333336
4.0,0.0,39.0,0.0,3898.0,90.0,13.0,33.0,2.0,1.0,1,25.0,237.96,0.0,2.644,43.31111111111111
6.0,0.0,35.0,0.0,3030.0,22.0,7.0,12.0,3.0,1.0,1,30.0,150.08,0.0,6.821818181818182,137.72727272727272
15.0,1.0,42.0,0.0,2653.0,52.0,51.0,37.0,4.0,1.0,2,45.0,195.125,1.0,3.7524038461538463,51.01923076923077
11.0,0.0,40.0,1.0,6223.0,101.0,14.0,14.0,3.0,1.0,1,30.0,308.96,0.0,3.0590099009900986,61.613861386138616
5.0,0.0,35.0,0.0,1910.0,47.0,40.0,20.0,3.0,1.0,2,30.0,238.28,0.0,5.069787234042553,40.638297872340424
28.0,0.0,37.0,4.0,15265.0,223.0,50.0,29.0,3.0,2.0,1,30.0,819.52,0.0,3.6749775784753362,68.45291479820628
8.0,0.0,40.0,3.0,703.0,13.0,16.0,6.0,5.0,1.0,1,55.0,34.74,0.0,2.6723076923076925,54.07692307692308
9.0,0.0,39.0,0.0,1780.0,30.0,28.0,28.0,2.0,1.0,2,25.0,207.45,0.0,6.915,59.333333333333336
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
13.0,0.0,20.0,1.0,6087.0,141.0,86.0,41.0,2.0,2.0,1,25.0,667.26,0.0,4.732340425531915,43.170212765957444
6.0,0.0,34.0,3.0,6965.0,116.0,271.0,33.0,2.0,2.0,1,25.0,1538.145,0.0,13.259870689655171,60.043103448275865
6.0,0.0,39.0,0.0,2228.0,56.0,362.0,26.0,2.0,1.0,1,25.0,1731.78,0.0,30.924642857142857,39.785714285714285
0.0,0.0,30.0,0.0,5770.0,80.0,0.0,20.0,4.0,1.0,1,45.0,146.25,0.0,1.828125,72.125
29.419593208926564,1.0,40.0,0.0,1260.0,59.0,31.0,20.0,3.0,1.0,2,30.0,176.76,1.0,2.9959322033898306,21.35593220338983
13.0,0.0,39.0,0.0,4560.0,71.0,7.0,15.0,2.0,1.0,1,25.0,239.895,0.0,3.3788028169014086,64.22535211267606
7.0,0.0,35.0,2.0,7013.0,79.0,122.0,50.0,2.0,1.0,1,25.0,868.14,0.0,10.989113924050633,88.77215189873418
5.0,0.0,35.0,0.0,2390.0,31.0,0.0,1.0,3.0,1.0,2,30.0,96.84,1.0,3.1238709677419356,77.09677419354838
0.0,0.0,31.0,0.0,6480.0,91.0,7.0,20.0,4.0,1.0,1,45.0,181.775,0.0,1.9975274725274725,71.20879120879121
14.0,0.0,38.0,5.0,7330.0,125.0,283.0,37.0,3.0,2.0,1,30.0,1430.2,0.0,11.441600000000001,58.64
1.0,0.0,9.0,1.0,1297.0,18.0,0.0,4.0,3.0,1.0,1,30.0,52.6,1.0,2.9222222222222225,72.05555555555556
11.0,0.0,37.0,1.0,4495.0,69.0,7.0,14.0,3.0,1.0,1,30.0,210.56,0.0,3.0515942028985505,65.14492753623189
12.0,0.0,37.0,0.0,2643.0,61.0,368.0,27.0,3.0,1.0,1,30.0,1580.16,0.0,25.904262295081967,43.32786885245902
8.0,0.0,37.0,0.0,14178.0,174.0,1.0,42.0,3.0,1.0,1,30.0,578.08,0.0,3.322298850574713,81.48275862068965
0.0,0.0,16.0,0.0,1390.0,20.0,21.0,12.0,2.0,1.0,1,25.0,157.95,0.0,7.897499999999999,69.5
0.0,0.0,17.0,0.0,985.0,15.0,3.0,14.0,2.0,1.0,1,25.0,58.5,0.0,3.9,65.66666666666667
18.0,1.0,31.0,0.0,650.0,41.0,9.0,15.0,2.0,1.0,2,25.0,71.595,1.0,1.7462195121951218,15.853658536585366
9.0,0.0,29.0,2.0,1620.0,42.0,200.0,13.0,3.0,2.0,1,30.0,866.48,0.0,20.63047619047619,38.57142857142857
8.0,0.0,41.0,0.0,1925.0,54.0,53.0,26.0,3.0,1.0,2,30.0,291.16,0.0,5.391851851851852,35.648148148148145
15.0,0.0,41.0,2.0,5818.0,104.0,34.0,25.0,3.0,1.0,1,30.0,372.88,0.0,3.585384615384615,55.94230769230769
7.0,0.0,44.0,0.0,970.0,24.0,28.0,14.0,3.0,1.0,2,30.0,151.76,0.0,6.323333333333333,40.416666666666664
5.0,0.0,23.0,0.0,920.0,26.0,12.0,11.0,2.0,1.0,1,25.0,96.57,0.0,3.714230769230769,35.38461538461539
1.0,0.0,14.0,2.0,2357.0,38.0,15.0,14.0,3.0,1.0,1,30.0,155.8,0.0,4.1000000000000005,62.026315789473685
9.0,0.0,41.0,0.0,1223.0,21.0,35.0,21.0,3.0,1.0,2,30.0,189.76,0.0,9.036190476190475,58.23809523809524
1.0,0.0,35.0,0.0,5498.0,83.0,0.0,6.0,2.0,1.0,1,25.0,251.145,0.0,3.025843373493976,66.24096385542168
0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,0.0,4.236490036231884,60.055842970176506
18.0,0.0,41.0,2.0,2818.0,69.0,371.0,28.0,3.0,1.0,1,30.0,1599.48,0.0,23.180869565217392,40.84057971014493
